numeropol;freq_paiement;langue;type_prof;alimentation;type_territoire;utilisation;presence_alarme;marque_voiture;sexe;nbsin;exposition;cout;age;duree_permis
17723;annuel;F;Médecin;Végétalien;Semi-urbain;Travail-occasionnel;oui;SEAT;M;0;0.043835616;0;56;28
17724;annuel;F;Médecin;Végétalien;Semi-urbain;Travail-occasionnel;oui;SEAT;M;0;0.950684932;0;56;28
17725;mensuel;F;Médecin;Végétarien;Semi-urbain;Travail-occasionnel;oui;SEAT;M;0;0.997260274;0;57;29
17726;mensuel;F;Médecin;Végétarien;Semi-urbain;Travail-occasionnel;oui;SEAT;M;0;0.093150685;0;58;30
17727;mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;non;BMW;M;1;0.997260274;627.25;37;18
17728;mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;non;BMW;M;0;0.695890411;0;38;19
17729;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;VOLKSWAGEN;M;0;0.997260274;0;36;4
17730;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;VOLKSWAGEN;M;0;0.202739726;0;37;5
17731;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;FORD;M;1;0.791780822;1487.68;37;5
17732;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;FORD;M;0;0.046575342;0;38;6
17733;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;non;FIAT;M;0;0.076712329;0;38;6
17734;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;non;FIAT;M;0;0.871232877;0;38;6
17735;mensuel;F;Avocat;Végétarien;Semi-urbain;Travail-quotidien;oui;MITSUBISHI;F;0;0.997260274;0;45;18
17736;mensuel;F;Avocat;Végétarien;Semi-urbain;Travail-quotidien;oui;HONDA;F;0;0.21369863;0;47;20
17737;mensuel;F;Avocat;Végétarien;Semi-urbain;Travail-quotidien;oui;HONDA;F;0;0.498630137;0;47;20
17738;mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-quotidien;oui;HONDA;F;0;0.997260274;0;48;21
17739;mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-quotidien;oui;HONDA;F;0;0.997260274;0;49;22
17740;mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-quotidien;oui;HONDA;F;0;0.997260274;0;50;23
17741;mensuel;A;Hockeyeur;Carnivore;Urbain;Travail-occasionnel;non;NISSAN;M;0;0.098630137;0;55;30
17742;mensuel;A;Hockeyeur;Carnivore;Urbain;Travail-occasionnel;non;NISSAN;M;0;0.997260274;0;55;30
17743;mensuel;A;Hockeyeur;Carnivore;Urbain;Travail-occasionnel;non;NISSAN;M;0;0.997260274;0;59;34
17744;annuel;A;Informaticien;Carnivore;Urbain;Loisir;non;BMW;M;0;1;0;38;20
17745;annuel;A;Informaticien;Carnivore;Urbain;Loisir;non;BMW;M;0;0.997260274;0;40;22
17746;annuel;A;Informaticien;Carnivore;Urbain;Loisir;non;BMW;M;0;0.997260274;0;41;23
17747;mensuel;F;Autre;Carnivore;Semi-urbain;Travail-occasionnel;non;MAZDA;M;1;0.997260274;36.34;55;31
17748;annuel;F;Informaticien;Carnivore;Semi-urbain;Loisir;non;BMW;F;0;0.997260274;0;53;30
17749;annuel;F;Informaticien;Carnivore;Semi-urbain;Loisir;non;BMW;F;1;0.997260274;254.27;54;31
17750;annuel;F;Informaticien;Carnivore;Semi-urbain;Loisir;non;BMW;F;0;0.528767123;0;56;33
17751;annuel;F;Informaticien;Carnivore;Semi-urbain;Travail-occasionnel;non;BMW;F;0;0.019178082;0;56;33
17752;annuel;F;Informaticien;Carnivore;Semi-urbain;Travail-occasionnel;non;BMW;F;0;0.739726027;0;57;34
17753;annuel;F;Informaticien;Carnivore;Semi-urbain;Travail-occasionnel;non;BMW;F;0;0.254794521;0;57;34
17754;annuel;F;Ingénieur;Carnivore;Rural;Travail-quotidien;non;AUDI;M;0;0.328767123;0;57;38
17755;annuel;F;Ingénieur;Carnivore;Rural;Travail-quotidien;non;AUDI;M;1;0.997260274;42935.66;58;39
17756;annuel;F;Ingénieur;Carnivore;Rural;Travail-quotidien;non;AUDI;M;0;0.569863014;0;59;40
17757;annuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;non;AUDI;M;0;0.084931507;0;59;40
17758;mensuel;F;Actuaire;Carnivore;Semi-urbain;Travail-occasionnel;oui;HONDA;F;0;0.997260274;0;32;10
17759;mensuel;F;Actuaire;Carnivore;Semi-urbain;Travail-occasionnel;oui;HONDA;F;0;1;0;34;12
17760;mensuel;F;Actuaire;Carnivore;Semi-urbain;Travail-occasionnel;oui;HONDA;F;0;0.77260274;0;35;13
17761;mensuel;F;Actuaire;Carnivore;Semi-urbain;Travail-occasionnel;non;HONDA;F;0;0.221917808;0;36;14
17762;mensuel;F;Actuaire;Carnivore;Semi-urbain;Travail-occasionnel;non;HONDA;F;0;0.997260274;0;36;14
17763;mensuel;F;Actuaire;Carnivore;Semi-urbain;Travail-occasionnel;non;HONDA;F;1;0.997260274;8541.8;37;15
17764;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;GM;M;0;0.191780822;0;39;20
17765;mensuel;F;Technicien;Végétalien;Semi-urbain;Travail-occasionnel;oui;TOYOTA;F;0;0.430136986;0;40;3
17766;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;TOYOTA;F;1;0.545205479;539.52;41;4
17767;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;TOYOTA;F;0;0.449315068;0;42;5
17768;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;TOYOTA;F;0;0.997260274;0;42;5
17769;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;TOYOTA;F;0;0.183561644;0;44;7
17770;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;TOYOTA;F;0;0.810958904;0;44;7
17771;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;TOYOTA;F;0;0.997260274;0;45;8
17772;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;TOYOTA;F;0;0.997260274;0;46;9
17773;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;GM;F;0;0.912328767;0;37;18
17774;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;GM;F;0;1;0;39;20
17775;annuel;F;Ingénieur;Végétarien;Semi-urbain;Travail-quotidien;non;ROVER;M;0;0.915068493;0;58;30
17776;annuel;F;Ingénieur;Végétarien;Semi-urbain;Travail-quotidien;non;PEUGEOT;M;0;0.997260274;0;59;31
17777;annuel;F;Ingénieur;Végétarien;Semi-urbain;Travail-quotidien;non;HONDA;M;0;0.504109589;0;61;33
17778;annuel;F;Ingénieur;Végétarien;Semi-urbain;Travail-quotidien;non;HONDA;M;0;0.098630137;0;61;33
17779;annuel;F;Ingénieur;Végétarien;Semi-urbain;Travail-quotidien;non;HONDA;M;0;0.997260274;0;62;34
17780;annuel;F;Ingénieur;Végétarien;Semi-urbain;Travail-quotidien;non;FIAT;F;0;0.997260274;0;67;35
17781;annuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;non;FIAT;F;1;1;50609.32;69;37
17782;annuel;F;Ingénieur;Végétarien;Semi-urbain;Travail-quotidien;non;FIAT;F;0;0.791780822;0;70;38
17783;annuel;F;Ingénieur;Végétarien;Semi-urbain;Travail-quotidien;non;FIAT;F;0;0.997260274;0;71;39
17784;annuel;F;Ingénieur;Végétarien;Semi-urbain;Travail-quotidien;non;FIAT;F;0;0.997260274;0;72;40
17785;mensuel;A;Technicien;Végétarien;Urbain;Travail-occasionnel;oui;HONDA;F;0;0.389041096;0;39;17
17786;mensuel;A;Technicien;Végétarien;Urbain;Travail-occasionnel;oui;HONDA;F;0;0.210958904;0;39;17
17787;mensuel;F;Hockeyeur;Carnivore;Semi-urbain;Travail-quotidien;oui;FIAT;F;0;0.263013699;0;49;27
17788;mensuel;F;Hockeyeur;Végétarien;Semi-urbain;Travail-quotidien;oui;ROVER;F;0;0.501369863;0;50;28
17789;mensuel;F;Hockeyeur;Végétarien;Semi-urbain;Travail-quotidien;oui;RENAULT;F;0;0.493150685;0;51;29
17790;mensuel;F;Hockeyeur;Végétarien;Semi-urbain;Travail-quotidien;oui;RENAULT;F;0;1;0;51;29
17791;mensuel;F;Hockeyeur;Végétarien;Semi-urbain;Travail-quotidien;oui;RENAULT;F;0;0.997260274;0;52;30
17792;mensuel;F;Hockeyeur;Végétarien;Semi-urbain;Travail-quotidien;oui;RENAULT;F;0;0.997260274;0;53;31
17793;mensuel;F;Hockeyeur;Carnivore;Semi-urbain;Travail-quotidien;oui;RENAULT;F;0;0.030136986;0;54;32
17794;annuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-occasionnel;non;TOYOTA;M;1;0.764383562;199.27;65;30
17795;annuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-occasionnel;non;TOYOTA;M;0;0.230136986;0;66;31
17796;annuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-occasionnel;non;TOYOTA;M;0;0.997260274;0;66;31
17797;annuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-occasionnel;non;TOYOTA;M;0;0.62739726;0;69;34
17798;annuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-occasionnel;non;FORD;M;0;0.367123288;0;70;35
17799;annuel;F;Ingénieur;Végétarien;Semi-urbain;Travail-quotidien;oui;HONDA;M;0;0.353424658;0;60;22
17800;annuel;F;Ingénieur;Végétarien;Semi-urbain;Travail-quotidien;oui;HONDA;M;0;0.997260274;0;61;23
17801;annuel;F;Ingénieur;Végétarien;Semi-urbain;Travail-quotidien;oui;HONDA;M;0;1;0;62;24
17802;mensuel;F;Infirmière;Végétarien;Semi-urbain;Travail-occasionnel;non;NISSAN;M;1;0.41369863;192.19;51;30
17803;mensuel;F;Infirmière;Végétarien;Semi-urbain;Travail-occasionnel;non;NISSAN;M;0;0.405479452;0;52;31
17804;mensuel;F;Infirmière;Végétarien;Semi-urbain;Travail-occasionnel;non;NISSAN;M;0;0.589041096;0;53;32
17805;mensuel;F;Infirmière;Végétarien;Semi-urbain;Travail-occasionnel;non;NISSAN;M;0;0.997260274;0;53;32
17806;mensuel;F;Technicien;Végétalien;Semi-urbain;Travail-occasionnel;non;PEUGEOT;M;0;0.997260274;0;26;7
17807;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;non;PEUGEOT;M;1;0.997260274;1165.83;27;8
17808;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;non;PEUGEOT;M;0;0.194520548;0;28;9
17809;mensuel;F;Technicien;Végétarien;Urbain;Travail-occasionnel;non;SEAT;M;0;0.687671233;0;28;9
17810;mensuel;F;Technicien;Végétalien;Urbain;Travail-occasionnel;non;SEAT;M;2;1;480.91;29;10
17811;mensuel;F;Technicien;Végétalien;Urbain;Travail-occasionnel;non;SEAT;M;0;0.38630137;0;30;11
17812;mensuel;F;Technicien;Végétalien;Semi-urbain;Travail-occasionnel;non;SEAT;M;1;0.608219178;170.11;30;11
17813;mensuel;F;Technicien;Végétalien;Semi-urbain;Travail-occasionnel;non;SEAT;M;0;0.997260274;0;31;12
17814;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;non;SEAT;M;0;0.997260274;0;32;13
17815;annuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;non;MERCEDES-BENZ;M;1;0.997260274;2191.32;62;29
17816;annuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;non;MERCEDES-BENZ;M;1;0.997260274;193.93;63;30
17817;annuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;non;MERCEDES-BENZ;M;0;0.997260274;0;65;32
17818;annuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;non;MERCEDES-BENZ;M;0;0.753424658;0;66;33
17819;annuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;non;MERCEDES-BENZ;M;0;0.24109589;0;67;34
17820;annuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;non;MERCEDES-BENZ;M;0;0.997260274;0;67;34
17821;mensuel;F;Technicien;Végétalien;Semi-urbain;Travail-occasionnel;oui;NISSAN;F;1;0.997260274;322.99;40;22
17822;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;NISSAN;F;0;0.243835616;0;41;23
17823;annuel;F;Autre;Carnivore;Semi-urbain;Loisir;oui;PEUGEOT;F;0;0.997260274;0;42;20
17824;annuel;F;Autre;Carnivore;Semi-urbain;Loisir;oui;PEUGEOT;F;0;0.997260274;0;43;21
17825;annuel;F;Autre;Carnivore;Semi-urbain;Loisir;oui;PEUGEOT;F;0;1;0;44;22
17826;annuel;F;Autre;Carnivore;Semi-urbain;Loisir;oui;PEUGEOT;F;1;0.709589041;170.25;45;23
17827;mensuel;F;Infirmière;Végétarien;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;M;0;0.04109589;0;49;30
17828;annuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;oui;MAZDA;M;0;0.610958904;0;61;28
17829;annuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;oui;MAZDA;M;0;0.383561644;0;62;29
17830;annuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;oui;MAZDA;M;0;0.345205479;0;63;30
17831;mensuel;F;Technicien;Végétarien;Urbain;Travail-occasionnel;oui;GM;F;0;0.065753425;0;47;17
17832;mensuel;F;Technicien;Végétarien;Urbain;Travail-occasionnel;oui;RENAULT;F;0;0.353424658;0;48;18
17833;mensuel;F;Technicien;Végétarien;Urbain;Travail-occasionnel;oui;RENAULT;F;0;0.997260274;0;48;18
17834;mensuel;F;Technicien;Végétalien;Semi-urbain;Travail-occasionnel;non;RENAULT;F;1;0.98630137;4040.7;34;13
17835;mensuel;F;Technicien;Végétalien;Semi-urbain;Travail-occasionnel;non;RENAULT;F;0;0.008219178;0;35;14
17836;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;non;RENAULT;F;1;0.997260274;32125.55;35;14
17837;annuel;F;Technicien;Carnivore;Urbain;Travail-occasionnel;non;VOLKSWAGEN;F;1;1;35.14;55;24
17838;annuel;F;Technicien;Carnivore;Urbain;Travail-occasionnel;non;VOLKSWAGEN;F;0;0.997260274;0;56;25
17839;annuel;F;Technicien;Carnivore;Urbain;Travail-occasionnel;non;VOLKSWAGEN;F;0;0.997260274;0;58;27
17840;annuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;non;VOLKSWAGEN;F;0;0.490410959;0;48;26
17841;annuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;non;VOLKSWAGEN;F;1;0.504109589;306.76;49;27
17842;annuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;non;VOLKSWAGEN;F;0;0.369863014;0;50;28
17843;annuel;A;Technicien;Végétarien;Urbain;Travail-occasionnel;oui;MERCEDES-BENZ;M;0;0.997260274;0;46;26
17844;annuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;MERCEDES-BENZ;M;0;0.594520548;0;47;27
17845;annuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;VOLKSWAGEN;M;0;0.4;0;48;28
17846;annuel;F;Informaticien;Végétarien;Semi-urbain;Loisir;non;AUDI;M;0;0.402739726;0;31;12
17847;annuel;F;Informaticien;Végétarien;Semi-urbain;Loisir;non;AUDI;M;0;0.487671233;0;32;13
17848;annuel;F;Informaticien;Végétarien;Semi-urbain;Loisir;non;AUDI;M;0;1;0;32;13
17849;annuel;F;Informaticien;Végétarien;Semi-urbain;Loisir;non;AUDI;M;1;0.997260274;137.66;33;14
17850;annuel;F;Informaticien;Végétarien;Semi-urbain;Loisir;non;AUDI;M;0;0.753424658;0;34;15
17851;annuel;F;Informaticien;Végétarien;Semi-urbain;Loisir;non;AUDI;M;0;0.24109589;0;35;16
17852;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;GM;M;0;0.997260274;0;41;21
17853;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;GM;M;0;0.238356164;0;42;22
17854;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;PEUGEOT;M;0;0.997260274;0;43;23
17855;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;PEUGEOT;M;1;0.997260274;2262.04;44;24
17856;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;PEUGEOT;M;1;0.997260274;5418.4;45;25
17857;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;PEUGEOT;M;0;1;0;46;26
17858;mensuel;F;Actuaire;Carnivore;Semi-urbain;Loisir;oui;FORD;M;0;1;0;54;32
17859;mensuel;F;Actuaire;Carnivore;Semi-urbain;Loisir;oui;FORD;M;0;0.997260274;0;55;33
17860;mensuel;F;Actuaire;Carnivore;Semi-urbain;Loisir;oui;FORD;M;0;0.243835616;0;56;34
17861;mensuel;F;Actuaire;Carnivore;Semi-urbain;Loisir;non;RENAULT;M;0;0.997260274;0;57;35
17862;mensuel;F;Actuaire;Carnivore;Semi-urbain;Loisir;non;RENAULT;M;0;1;0;58;36
17863;annuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;non;VOLKSWAGEN;F;0;0.263013699;0;50;25
17864;annuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;non;VOLKSWAGEN;F;0;0.731506849;0;51;26
17865;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;VOLKSWAGEN;F;0;0.997260274;0;54;29
17866;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;VOLKSWAGEN;F;0;0.997260274;0;55;30
17867;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;VOLKSWAGEN;F;0;0.997260274;0;56;31
17868;mensuel;F;Hockeyeur;Végétarien;Semi-urbain;Travail-quotidien;oui;HONDA;F;0;0.997260274;0;42;11
17869;mensuel;F;Hockeyeur;Végétarien;Semi-urbain;Travail-quotidien;oui;HONDA;F;0;0.997260274;0;43;12
17870;mensuel;F;Infirmière;Végétarien;Semi-urbain;Travail-occasionnel;non;HYUNDAI;M;0;0.065753425;0;30;11
17871;mensuel;A;Avocat;Carnivore;Urbain;Travail-occasionnel;non;VOLKSWAGEN;M;0;0.997260274;0;43;19
17872;mensuel;A;Avocat;Carnivore;Urbain;Travail-occasionnel;non;VOLKSWAGEN;M;0;0.578082192;0;44;20
17873;mensuel;A;Avocat;Carnivore;Urbain;Travail-occasionnel;non;VOLKSWAGEN;M;0;1;0;45;21
17874;mensuel;A;Avocat;Carnivore;Urbain;Travail-occasionnel;non;VOLKSWAGEN;M;0;0.997260274;0;46;22
17875;mensuel;A;Avocat;Carnivore;Urbain;Travail-occasionnel;non;VOLKSWAGEN;M;0;0.997260274;0;47;23
17876;annuel;F;Ingénieur;Végétarien;Semi-urbain;Travail-quotidien;non;AUDI;M;0;0.997260274;0;65;30
17877;mensuel;F;Ingénieur;Végétarien;Semi-urbain;Travail-quotidien;non;AUDI;M;0;0.997260274;0;66;31
17878;mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-occasionnel;oui;MERCEDES-BENZ;M;0;0.997260274;0;60;25
17879;mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-occasionnel;oui;MERCEDES-BENZ;M;0;0.997260274;0;61;26
17880;mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-occasionnel;oui;MERCEDES-BENZ;M;0;0.997260274;0;62;27
17881;mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-occasionnel;oui;MERCEDES-BENZ;M;0;1;0;63;28
17882;mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-occasionnel;oui;MERCEDES-BENZ;M;0;0.997260274;0;64;29
17883;mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-occasionnel;oui;MERCEDES-BENZ;M;0;0.997260274;0;66;31
17884;mensuel;F;Médecin;Végétarien;Semi-urbain;Travail-quotidien;oui;TOYOTA;M;0;0.2;0;37;5
17885;mensuel;F;Autre;Carnivore;Semi-urbain;Travail-occasionnel;oui;PEUGEOT;M;0;1;0;40;15
17886;mensuel;F;Autre;Carnivore;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;M;0;0.55890411;0;42;17
17887;mensuel;F;Autre;Carnivore;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;M;0;0.997260274;0;43;18
17888;mensuel;F;Actuaire;Végétalien;Urbain;Travail-occasionnel;non;MITSUBISHI;M;0;0.016438356;0;37;18
17889;mensuel;F;Actuaire;Végétarien;Urbain;Travail-occasionnel;non;MITSUBISHI;M;1;0.997260274;170.94;38;19
17890;mensuel;F;Actuaire;Végétarien;Urbain;Travail-occasionnel;non;MITSUBISHI;M;1;0.334246575;965.4;39;20
17891;mensuel;F;Actuaire;Végétarien;Urbain;Travail-occasionnel;non;MITSUBISHI;M;0;0.6;0;40;21
17892;mensuel;F;Actuaire;Végétarien;Urbain;Travail-occasionnel;non;MITSUBISHI;M;1;0.298630137;41691.74;42;23
17893;mensuel;F;Actuaire;Végétarien;Urbain;Travail-occasionnel;non;MITSUBISHI;M;2;0.997260274;437.45;42;23
17894;mensuel;F;Actuaire;Végétarien;Urbain;Travail-occasionnel;non;MITSUBISHI;M;0;0.282191781;0;43;24
17895;mensuel;F;Actuaire;Végétarien;Urbain;Travail-occasionnel;non;MITSUBISHI;M;0;0.712328767;0;44;25
17896;mensuel;F;Informaticien;Végétalien;Semi-urbain;Loisir;non;VOLKSWAGEN;M;1;0.997260274;405.22;34;17
17897;mensuel;F;Informaticien;Végétalien;Semi-urbain;Loisir;non;VOLKSWAGEN;M;1;1;1230.48;36;19
17898;mensuel;F;Informaticien;Végétarien;Semi-urbain;Loisir;non;VOLKSWAGEN;M;0;0.032876712;0;37;20
17899;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;RENAULT;M;1;0.997260274;68.16;54;30
17900;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;RENAULT;M;0;1;0;56;32
17901;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;RENAULT;M;0;0.997260274;0;57;33
17902;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;RENAULT;M;0;0.597260274;0;58;34
17903;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;RENAULT;M;1;0.997260274;846.84;59;35
17904;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;GM;F;0;0.997260274;0;46;26
17905;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;GM;F;0;0.997260274;0;47;27
17906;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;GM;F;0;0.997260274;0;50;30
17907;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;GM;F;0;0.997260274;0;51;31
17908;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;GM;F;0;0.082191781;0;52;32
17909;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;GM;M;2;0.997260274;650.22;43;16
17910;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;GM;M;0;0.997260274;0;44;17
17911;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;GM;M;0;1;0;45;18
17912;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;GM;M;1;0.268493151;738.89;46;19
17913;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;MAZDA;M;0;0.049315068;0;46;19
17914;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;MAZDA;M;0;0.673972603;0;46;19
17915;annuel;F;Autre;Carnivore;Semi-urbain;Loisir;non;MERCEDES-BENZ;M;0;0.997260274;0;57;26
17916;annuel;F;Autre;Carnivore;Semi-urbain;Loisir;non;MERCEDES-BENZ;M;0;0.997260274;0;58;27
17917;annuel;F;Autre;Carnivore;Semi-urbain;Loisir;non;MERCEDES-BENZ;M;0;0.997260274;0;59;28
17918;annuel;F;Autre;Carnivore;Semi-urbain;Loisir;non;MERCEDES-BENZ;M;0;0.997260274;0;61;30
17919;annuel;F;Autre;Carnivore;Semi-urbain;Loisir;non;MERCEDES-BENZ;M;0;0.997260274;0;62;31
17920;annuel;F;Autre;Carnivore;Semi-urbain;Loisir;non;MERCEDES-BENZ;M;0;0.997260274;0;63;32
17921;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;TOYOTA;M;0;0.997260274;0;52;30
17922;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;TOYOTA;M;0;0.997260274;0;53;31
17923;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;TOYOTA;M;0;0.997260274;0;56;34
17924;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;TOYOTA;M;0;0.997260274;0;58;36
17925;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;TOYOTA;M;0;0.997260274;0;53;23
17926;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;TOYOTA;M;0;0.997260274;0;54;24
17927;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;TOYOTA;M;0;1;0;55;25
17928;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;TOYOTA;M;0;0.997260274;0;57;27
17929;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;TOYOTA;M;0;0.997260274;0;58;28
17930;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;SEAT;F;0;0.123287671;0;37;10
17931;mensuel;F;Technicien;Carnivore;Rural;Travail-occasionnel;non;SEAT;F;0;0.783561644;0;37;10
17932;mensuel;F;Technicien;Carnivore;Rural;Travail-occasionnel;non;SEAT;F;0;0.345205479;0;38;11
17933;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;SEAT;F;0;0.306849315;0;39;12
17934;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;SEAT;F;0;0.624657534;0;39;12
17935;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;SEAT;F;0;0.369863014;0;39;12
17936;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-quotidien;non;GM;F;0;0.016438356;0;41;14
17937;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;GM;F;0;0.123287671;0;41;14
17938;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;GM;F;0;0.997260274;0;41;14
17939;mensuel;F;Technicien;Végétalien;Semi-urbain;Travail-quotidien;oui;HONDA;M;0;0.997260274;0;47;25
17940;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-quotidien;oui;HONDA;M;1;0.610958904;742.39;48;26
17941;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-quotidien;oui;FORD;M;2;0.671232877;1108.39;49;27
17942;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;FORD;M;0;0.421917808;0;26;8
17943;mensuel;F;Technicien;Végétalien;Semi-urbain;Travail-occasionnel;non;MITSUBISHI;F;0;0.216438356;0;36;15
